State,Campaign name,Status,Type,Targeting,Campaign start date,Campaign end date,Campaign budget amount (converted),Campaign budget amount,Top-of-search impression share,Top-of-search bid adjustment,Clicks,CTR,Total cost (converted),Total cost,CPC (converted),CPC,Purchases,Sales (converted),Sales,ACOS,ROAS
PAUSED,SPT 100G Antioxidant Boost Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/06/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Cashew 200G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,15/05/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV Chia VCPM NAGA,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,12/09/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SDPT Black Chia Seeds Self EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,14/09/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCAT Quinoa,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/07/2025,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM White Quinoa & Flour GKW Broad/Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,01/12/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPKT Chia Naga,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,12/09/2025,,₹55.00,₹55.00,0,0.15,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_SPCT White Quinoa 500G/1KG Refined(Brand) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,04/02/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA HIGH ASP,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,31/07/2025,,₹55.00,₹55.00,0,0.45,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD TOP 50 ASIN RM Views,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,20/05/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Pumpkin Seeds 500G GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,19/09/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black Chia Seeds 250G Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,08/12/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,B0FM3T2684||KT,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,16/09/2025,,₹55.00,₹55.00,0,0.15,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT Black Chia Seeds 500G Refined(Price/R&R) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/10/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Mix Products Substitutes EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,28/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Roasted Makhana GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/12/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Quinoa Flour GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/08/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Rolled Oat 1.2KG GKW Exact TOS EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,02/05/2024,,₹165.00,₹165.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Oats Loose,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,11/04/2025,,₹55.00,₹55.00,0,0.40,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Jumbo Rolled/ Steel Cut Oats EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,25/05/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Seed Mix(5 in 1) GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,12/05/2023,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Millet Milk 1L PR Refined(7,14Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,07/04/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Flax Seeds 500G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,21/11/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Chia Complement,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,07/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Protein Boost and Ragi snacks,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,27/06/2025,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT Flax Seeds 500G Refined(Brand) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,21/11/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Choco Fills 250G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,03/05/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Gift Hamper GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,29/10/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Multigrain Chips Phrase GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,22/01/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT Millet Milk 1L Refined(R&R) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,08/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black Chia Seeds 1Kg Paused Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,18/11/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV Quinoa Flour GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,01/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV Rolled Oats 1.2KG(VCPM) GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,21/08/2024,,₹154.00,₹154.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Multigrain Chips Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/12/2024,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SDPT White Quinoa 2KG Comp EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,04/01/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Quinoa Flour 750G GKW Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,07/03/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA White Quinoa Close  EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,28/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Black Chia Seeds 500G(TOS) GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,22/03/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT White Quinoa 1KG Refined(R&R) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SB Quinoa Flour GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,01/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Roasted Sunflower Seeds 100G GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,25/01/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black  Chia Seeds 500G Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPKT Watermelon Seeds Exact,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,15/05/2025,,₹55.00,₹55.00,0,0.35,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD TOP 50 ASIN RM Purchase,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,20/05/2025,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Quinoa Puffs Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/12/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Muesli NAS,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,28/05/2025,,₹154.00,₹154.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SB Pumpking Seeds GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,30/12/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Watermelon Seeds 100G/250G(VCPM) PR/VR Refined(30,60,90/7,14,30 Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,18/08/2023,,₹60.50,₹60.50,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Choco Fills 250G GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Black Chia Seeds 500G Substitutes/Loose EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,21/11/2024,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Auto Flax Complements,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,20/05/2025,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Mix Products EV,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,28/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Black Chia Seeds 500G Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,18/11/2024,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Rolled Oats 1.2KG Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,05/04/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM White Quinoa 1KG TOS GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,20/03/2025,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Mix Products Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Seeds Mix & Nuts Products GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,29/01/2024,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Flax Seeds 150G GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,20/08/2023,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SDCT Black Chia Seeds 500G Refined(Price) EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,14/09/2024,,₹60.50,₹60.50,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT Jowar Bites Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/12/2024,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT Black Chia Seeds 500G Refined(Price) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,10/10/2024,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT White Quinoa 1KG Refined(Price) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,05/04/2025,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SB Black Chia Seeds GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,30/03/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT 100G Protein Boost Comp EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,11/06/2024,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,DG_G_MK_GIFT_BOX,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,12/10/2025,,₹181.50,₹181.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Seeds Mix Products GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,15/02/2025,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Muesli(No Added Sugar) GKW Phrase EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/11/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPA Choco Fills,ADVERTISER_PAYMENT_FAILURE,SP,AUTOMATIC,19/06/2025,,₹60.50,₹60.50,0,0.35,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPT White Quinoa Self EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹55.00,₹55.00,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Mix Products BKW Phrase/Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,28/03/2023,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SD White Quinoa 2KG/1KG PR Refined(30 Days) EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,05/02/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SDPT Rolled Oats 1.2KG/500G Comp EV,ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,17/06/2024,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPCT Black Chia Seeds 500G Refined(Brand) EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,10/10/2024,,₹60.50,₹60.50,0,0.35,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD White Quinoa 500G PR/VR Refined(30,60/7,14 Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,03/04/2023,,₹55.00,₹55.00,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPKT Chia Seeds Exact,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,17/05/2025,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SBV White Quinoa 2KG GKW Phrase/Exact EV,ADVERTISER_PAYMENT_FAILURE,SB2,MANUAL,07/01/2025,,₹60.50,₹60.50,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,"SD Millet Milk VR Refined(7,14, 30 Days) EV",ADVERTISER_PAYMENT_FAILURE,SD,MANUAL,20/03/2025,,₹60.50,₹60.50,0,0,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Seed Mix(5 in 1) GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,16/09/2023,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
PAUSED,SPM Flax Seed 150G GKW Broad EV,ADVERTISER_PAYMENT_FAILURE,SP,MANUAL,22/08/2023,,₹60.50,₹60.50,0,0.30,0,0,₹0.00,₹0.00,₹0.00,₹0.00,0,₹0.00,₹0.00,0,0
